id,label,label_cosine,title
23999404,268,23,Руководитель группы веб-разработки
25339373,516,17,Программист 1С
22537792,550,9,Разработчик C#
24290335,387,20,Control Systems Engineer (Разработчик алгоритмов систем управления автомобилем)
23949049,213,23,Программист 1С (бухгалтерия и кадры)
22099093,123,2,Senior Android разработчик
21851406,50,23,Java – разработчик (Junior)
24460158,386,17,Программист 1C
25984745,443,12,PHP-программист
21809725,9,6,Программист С#
23764082,474,3,PHP-программист Yii2
24240280,525,14,Salesforce Developer
25623714,339,11,Битрикс программист
27180637,340,3,IOS разработчик
23769327,10,28,Наладчик станков с ЧПУ
25003903,546,21,"Web developer: frontend, backend, full stack (middle/senior)"
24946816,521,4,Ведущий программист C++/Embedded Linux
21952349,340,3,Android developer
21911076,209,22,Разработчик SCADA
22814137,35,23,Программист-разработчик
27491209,31,18,Программист Python (Москва)
27334690,32,18,Senior Java Developer
20479620,538,20,Программист-аналитик 1С
25984210,442,20,Ведущий инженер-программист
23961973,353,3,Senior ASP.NET developer
25034169,364,2,Backend-разработчик
22457819,432,4,Старший разработчик Java || Scala
22288422,48,8,1С программист
23701501,499,8,Программист 1С
25327189,50,3,Data Scientist
23768241,11,28,Наладчик станков с ЧПУ
24013368,12,20,Программист С++
23046711,147,3,Golang разработчик
20716890,144,2,"PHP-разработчик (Zend, м. Сокол)"
21914533,104,22,Программист-технолог
27534909,8,8,Оператор станков с ЧПУ
25178609,167,26,Senior Frontend developer (React/Redux)
25776315,514,11,Backend middle developer
22268644,499,13,Программист 1С / Консультант 1С
22738806,216,2,Программист-разработчик Android (Java)
23481576,473,18,Backend developer
27253567,13,17,Ведущий программист микроконтроллеров
25022289,177,23,Программист 1 С
20741947,437,17,Java developer
23373245,50,4,Разработчик Java (Екатеринбург)
27910653,139,3,PHP-разработчик
25508603,200,20,Программист 1C
22076973,341,3,Blockchain Developer
20563186,85,20,C/C++/Golang developer
22980563,266,17,PHP-программист
24851195,162,14,Разработчик С#/ Team-lead
25135701,55,17,Аrduino разработчик
26127921,14,6,Java-раз‎работчик
20326334,521,12,Программист-схемотехник (младший инженер-программист)
21268798,293,3,Middle/Senior Web developer Java
22853813,267,23,PHP-программист
22049229,502,2,Фронтенд-разработчик команды ultimate-guitar
23625964,98,20,FreeBSD Administrator
26233099,309,20,Ведущий программист 1С
25260182,48,17,Программист 1С
24361262,466,2,Программист C++ (QT)
26163019,319,11,Web-программист
26044326,175,3,Middle/Lead Software Engineer C#
20648078,208,3,Java Developer
25868369,15,9,Fullstack PHP Web-программист
23074083,378,3,"Программист Битрикс (PHP, Bitrix)"
20679680,525,17,Python/Go разработчик (DevOps)
20026920,489,4,Программист-алгоритмист
23795684,168,17,Ведущий программист 1С
24865396,299,17,Программист 1С
25083547,16,17,Программист (Битрикс)
23245180,429,23,HTML-верстальщик
23944867,17,2,HTML-верстальщик
21510752,274,3,Datcroft Games Lead Java Developer / Team Lead
25676898,263,27,Старший разработчик SAP ABAP/4
22922292,43,1,"Разработчик ASP.NET, Middle"
24296786,293,29,Frontend-разработчик (мобильное приложение)
23822035,482,9,Clojure developer
24892088,18,17,Web-разработчик
21987747,96,3,Программист PHP
25437121,233,17,Программист 1С
20438586,233,17,Программист 1С
24393223,214,2,Программист Java
22992806,304,3,WEB-программист / Back-end разработчик (Laravel)
23006634,537,3,Drupal разработчик
25848591,536,23,Программист-разработчик PHP
27862167,271,2,Преподаватель С#
23672472,271,2,PHP-разработчик
25184654,19,5,Разработчик С#
22034582,399,21,Senior Front-end Developer
24526506,101,3,Java developer/Java-разработчик J2EE
20865189,499,20,Программист 1С
22197935,429,3,Frontend-разработчик отдела информационных технологий
22334190,519,25,Разработчик / Python developer
23212562,200,20,Программист 1С
27223895,57,3,Android-разработчик
22582253,17,11,Программист PHP/Bitrix
20420880,443,23,Web-разработчик/программист PHP
22553122,293,23,Разработчик программного обеспечения
20359025,91,3,PHP-программист (Back-end разработчик)
23831378,200,20,Программист 1С
22362696,171,4,Backend-разработчик
24308853,335,3,Старший программист iOS
25075195,393,9,Full-Stack Web Developer
24598531,440,3,C++ программист / C++ Developer (UNIX)
25052961,544,5,Ведущий программист BI
22009957,295,2,Web-разработчик AngularJS / Laravel
25252044,435,23,Разработчик БД / Архитектор программного обеспечения
22120969,439,2,Web-разработчик
23455176,309,13,Программист
23771752,481,2,Web-программист
24847389,222,11,Программист php opencart
27945413,269,23,Программист
22506532,15,9,PHP-программист
20087624,434,16,ASP.NET программист
22049597,130,17,Программист PHP
24792810,173,17,Программист 1С (Стажер)
20470520,48,17,Программист 1С
24222443,296,20,Ведущий программист Navision
22120509,458,2,Senior Front-end Developer (г. Краснодар)
23423845,514,2,"Back-end разработчик (PHP, Doctrine, MySQL)"
24688391,216,3,Разработчик Android
24097370,243,23,Web-разработчик
27361712,217,17,Программист С#
24456112,433,18,"Developer C#, JavaScript"
21835800,241,3,Инженер программист С#
22924745,276,11,Frontend-разработчик
24274282,163,17,Ведущий разработчик
23070169,128,11,Magento-программист
25503474,345,14,Full-stack разработчик
23368410,387,3,Программист Python
27768855,124,23,Web-разработчик (1С-Битрикс)
21283646,83,4,Разработчик C#
24405198,499,20,Руководитель проекта
25859814,243,23,Веб-программист
22869988,526,14,Ведущий Javascript разработчик
26145328,225,17,Web-разработчик (Junior / Middle)
26117108,405,20,Начинающий специалист/ программист
22048013,233,17,Программист 1C
22812038,430,4,Разработчик C/C++ (Nil)
20315658,347,20,Программист 1C
20383995,266,2,Младший программист
25257768,399,17,Back-end разработчик
24265518,248,25,Разработчик мобильных приложений (Android)
24162985,406,17,Программист 1C
20556216,73,9,Web-разработчик
22857200,99,3,Тестировщик (м. Бауманская / Комсомольская)
24177259,473,16,Frontend-разработчик
23026419,19,3,Разработчик С#
25109920,20,2,Разработчик/Ведущий разработчик ПО
25473265,468,17,Программист-стажер
21738118,63,20,Ведущий разработчик MSSQL/Delphi
27465193,237,11,Backend developer
27703667,295,11,Программист Magento CMS
25012560,21,23,Web-разработчик ASP.NET MVC
25033798,387,3,С++ разработчик
27223396,22,11,Фронт-энд разработчик
25268466,1,2,Ведущий программист Unity 3D
25311355,31,3,Мобильный разработчик iOS и Android на React Native
25159068,538,20,Программист 1С
24982359,146,20,Инженер-программист
24765352,171,3,Middle/Senior Ruby on Rails Developer (г. Минск)
25826685,83,3,Разработчик на платформе BPM'online (Javascript/C#)
21176200,136,3,IOS разработчик
23931403,375,2,PHP-разработчик
22120355,23,14,Senior .NET Developer (г. Краснодар)
22982028,258,3,Senior Java developer
27171000,538,20,Руководитель проекта информационного обеспечения
23229101,419,16,"Java-разрабо‎тчик (Senior, Middle)"
20007755,85,20,Delphi разработчик
20834653,499,17,Ведущий программист 1С (бухгалтерский учет)
25281868,499,20,Специалист 1С 8: УПП
25672642,194,9,Java developer (middle)
22018871,540,21,Back-end developer
27556125,442,17,Программист-консультант 1C (ЗУП)
25490392,246,23,Back-end разработчик / PHP программист
26093665,506,23,Программист 1С
26044623,193,11,Веб-программист (верстальщик)
25633846,355,11,Программист С++
22485681,263,20,Системный администратор
20362122,424,3,Game Engine Developer C++
23198453,486,2,Frontend разработчик
20171729,299,20,Программист-консультант 1C
27396810,220,3,Fullstack developer (eSports)
20686269,21,3,Программист С#
25042159,343,23,Инженер-программист
24882082,363,16,"Разработчик HTML5, CSS3, Node.js"
25199866,355,2,Битрикс разработчик
22049365,233,20,Программист 1С
26253440,60,2,Senior IOS Developer (iOS-разработчик)
20620695,335,4,Ведущий программист Android
22603915,240,9,Senior .Net developer
27793787,358,20,Программист 1С
23769331,24,28,Наладчик станков с ЧПУ
24972103,167,3,React Native разработчик
27926220,240,0,Middle PHP Developer (г. Санкт-Петербург)
25033522,433,3,JavaScript + React Native разработчик (м. Таганская)
22868137,177,20,Программист 1С
26077083,394,25,Веб-разработчик (Javascript)
27837718,415,21,Python-разработчик
26053815,233,17,Программист 1C УТ 11
24798923,443,6,Интерн-разработчик Java
20756975,414,11,Mean Stack Developer
25328301,293,14,Младший программист C#
24685665,359,18,Front-End Developer (CUBA Platform)
27979844,186,4,Ведущий ИТ-инженер_Java
22666377,517,2,IOS разработчик
22855603,397,9,Frontend-разработчик
23791514,63,3,C++ Developer
27266560,550,26,"Full Stack Разработчик - .NET, C#, MS SQL, JavaScript"
20556111,121,5,Инженер АСУ ТП
21918710,245,12,Инженер-программист
23237991,380,25,Web-программист
21586983,136,2,Специалист по ОС Android
22956859,43,7,Java-разработчик
24589965,458,25,Senior .NET Developer
23493254,271,2,JavaScript разработчик
20044734,177,23,Программист 1С
25570269,293,3,Frontend-разработчик
22688180,112,2,.Net разработчик (C#)
24012139,280,3,Front-end developer (Кипр)
24317183,203,17,Программист С++/Qt Linux
24161419,179,23,Программист C/С++
27905535,31,18,Full stack developer C# (.NET)
22850978,366,20,Инженер по автоматизации
27952575,384,23,Content-management
24016877,25,2,PHP-программист/разработчик (YII/Битрикс/Bitrix)
22734066,329,8,Оператор станков с ЧПУ (ученик)
24492760,333,11,Программист-разработчик
27991504,357,17,Middle C# Developer
25657226,307,3,"Разработчики (Node.js, Meteor.js, React.js, Angular.js)"
20116291,389,3,Программист PHP
23696200,413,17,PHP-разработчик
21914783,465,23,Инженер-программист
21807045,146,20,Программист 1С
21334825,551,17,Программист Java
20642912,372,25,Go developer
23325196,374,20,Программист 1с
27345407,499,8,1С Консультант по ERP
26183737,372,3,Программист JavaScript
22477278,347,23,Программист 1C
21851190,126,20,1С Программист
25255160,347,20,Программист 1С
24197326,393,9,Full-stack Ruby on Rails Developer
24994134,75,18,"Ведущий С++ разработчик (Лимассол, Кипр)"
25806782,363,3,FrontEnd developer
20751838,309,20,Инженер-программист 1С
21074082,375,11,Разработчик мобильных приложений
22173957,276,2,Web-разработчик / веб программист / верстальщик сайтов/ 1с программист
27673338,128,17,PHP программист
25602293,213,23,Программист 1С
24681027,244,29,Разработчик C#
25535578,519,25,Разработчик Python
23016062,518,19,Java разработчик/ Java developer
22200988,527,18,ASP.NET+C# Developer
22665406,71,17,Senior Front-end Developer
24492063,112,11,PHP программист
24358995,396,9,Middle JS Developer
23786533,47,17,Программист 1С
22868724,91,3,PHP-программист CodeIgniter
23801351,411,17,Программист 1C 8
26157751,101,6,Программист Java
25062038,104,8,Оператор станка с ЧПУ
25481535,54,6,Front-end разработчик
20065733,197,2,Web-Программист
25931705,552,3,PHP-программист
27553016,353,3,Web-разработчик/Web-мастер
24971779,373,29,Middle Full-stack (Java/JS) Developer (в Санкт-Петербург)
25566301,522,17,Back-end разработчик
22569291,384,23,HTML-верстальщик
27825511,522,17,PHP-разработчик
25908207,209,23,Программист SQL
22875008,208,29,Ведущий разработчик Java
20254350,366,20,Инженер-программист PLC (Siemens)
22450325,359,18,JavaScript Developer
27977014,141,11,Программист 1C
23761390,229,17,"Программист/разработчик Java, python"
22156806,129,3,Java Developer (Junior)
25550335,68,12,Специалист отдела программного обеспечения
20083565,176,3,Разработчик
23398823,73,9,Backend разработчик
23381106,14,4,Руководитель команды разработки (Java + Web)
27996482,323,3,Java Developer
22077453,101,6,Java-разработчик
23049411,208,3,Senior Fullstack (Angular+.NET) Developer
24503486,211,29,Python Developer
28079261,78,19,Java Developer
25277170,527,4,.Net Developer
24217350,387,25,"Старший инженер-разработчик (C, Linux) в офис в Нижнем Новгороде"
25642023,484,2,Начинающий программист
23167368,347,13,Инженер - программист 1С
25838883,458,17,Web Developer (Cyprus)
27216002,236,25,Hadoop engineer
26056039,366,20,Инженер-программист АСУ ТП
25662452,374,20,1С-программист
22898810,102,17,Программист PHP
20341383,16,17,Программист
21088309,171,4,Game Client Developer (Python)
23722487,26,2,Junior IOS разработчик
21451237,27,21,JavaScript-разработчик
20424445,470,2,Ведущий JAVA разработчик (API Одноклассников)
25260691,22,11,Frontend-разработчик
22679625,344,29,Senior Java Developer
22799975,118,17,Старший backend программист
20346849,296,17,Программист 1С
23997284,453,2,Программист-стажер php
22083006,192,6,PHP developer
21119231,126,20,Программист 1C
25674816,218,24,Программист PHP
24972468,147,16,Senior web-программист .NET
23386545,275,11,Web-разработчик
24511460,250,2,Разработчик Android
25477323,367,23,Java-разработчик / java-программист
23656989,553,18,Python разработчик
22615131,48,17,Программист 1С 8 (оптовая торговля)
24292851,312,17,Программист-разработчик
20149417,268,11,Erlang-разработчик
24990662,190,3,Разработчик мобильных приложений Android
23766881,28,28,Наладчик станков с ЧПУ
25103612,536,23,Web-разработчик
20245338,347,20,Программист 1С
22215437,220,3,Frontend-разработчик
23284664,3,3,Middle Javascript Developer
25370182,481,3,Разработчик ASP.NET
24292055,179,12,Программист C++
23769008,29,28,Наладчик станков с ЧПУ
24990276,57,2,IOS разработчик
20192695,547,14,Lead JavaScript Developer
24005904,347,20,Программист 1С
26176397,380,17,PHP Software Developer
22672051,483,6,Веб-программист
27918412,456,13,"Разработчик С, С++"
25223461,48,17,Программист 1C
25699061,499,23,Программист 1С
22779540,430,4,"Ведущий разработчик C++ (Senior C++ developer), Windows"
24819052,80,2,Младший инженер-программист
23860401,457,8,Инженер-программист 1С
22807822,59,11,Веб-программист Python
22541394,177,23,Программист 1С 8
25813723,25,2,PHP-программист (разработчик) YII/Битрикс (Bitrix)
20567764,30,20,Golang программист
23047041,340,2,IOS Developer
21968174,289,17,Web-программист
20188896,271,18,Data scientist/ специалист по машинному обучению
27936514,504,23,Web-программист
22481612,31,3,Ведущий backend-программист (PHP / Node.js)
21824230,440,29,Разработчик Android
21857524,460,2,PHP developer (Bitrix)
25848409,518,19,Junior Ruby Developer
23365929,312,8,Программист-стажер 1C
25421304,149,2,C#. Net Разработчик
20601309,32,18,"Developer Scala (C#, Java, .NET), г. Севастополь"
24602261,65,22,Инженер АСУТП
22834884,483,6,Программист Python
24072931,13,17,Инженер системы мониторинга
25843831,321,23,Full-stack разработчик .NET (Back-end/ Front-end)
24725927,368,3,"Инженер-разработчик (C, Linux)"
23765195,33,28,Наладчик станков с ЧПУ
28076607,473,19,Middle JavaScript Frontend Developer (React)
25391428,25,2,PHP-программист (разработчик) YII/Битрикс(Bitrix)
21872684,127,6,Pазработчик мобильных приложений под Android
20213726,503,3,Системный программист С (Linux)
22085468,193,2,Web-разработчик
25174323,345,4,Python-разработчик
23593809,200,20,Программист 1C
27146550,321,4,"Разработчик C# десктоп, г. Казань"
21993216,476,2,Web-разработчик 1С Bitrix
27444815,177,20,Программист 1C
25272201,465,22,Инженер-электроник
20398203,91,9,"Web разработчик (PHP, Javascript, html, css)"
27728247,437,2,Senior ASP.Net Developer / Ведущий ASP.Net разработчик
24529519,527,3,Frontend разработчик (React.js)
24912128,521,20,Программист С++
20543814,82,3,Frontend-разработчик
22512990,55,17,Математик-программист (С++)
20362234,141,20,Программист 1С (Кипр)
20523148,340,6,Программист IOS/Android
20593842,307,3,Backend разработчик (Node.js)
24882357,34,11,Разработчик Python
20600557,476,11,Программист 1С-Битрикс PHP
20728937,209,23,Специалист по поддержке аналитических систем
22506747,208,3,Java Developer
22720993,101,4,Разработчик PL/SQL
25704534,372,18,IOS developer
20635286,21,3,.NET Developer
20721335,471,11,Младший веб-разработчик
24947606,530,20,Программист С++ & JavaScript
27645501,246,11,PHP-разработчик
25643830,35,17,Веб-разработчик
20446658,281,2,Программист С++
27746424,48,27,Программист 1С
24228562,464,23,Ведущий разработчик C#/.net
23174932,177,23,Программист
21342117,503,2,Программист Python
23645995,538,20,Программист 1C
22660599,358,20,Программист 1С
25447498,159,20,Разработчик PL/SQL
23933407,7,11,Senior PHP-программист
22656778,198,9,ASP.NET программист (Developer)
20190959,257,23,Программист-разработчик
23768464,36,28,Наладчик станков с ЧПУ
21069492,171,6,Java Developer (Fullstack)
23769000,37,28,Наладчик станков с ЧПУ
25090435,443,6,Full-Stack JavaScript Developer
23412568,119,8,Наладчик станков с ЧПУ
27214111,464,23,Web-программист C#
21522767,553,18,Java Developer
22488301,517,3,IOS разработчик
23133611,57,3,Senior Java Developer
23325849,244,3,Ведущий программист Java EE
25400841,48,17,Программист 1С
23404089,323,18,Oracle разработчик
26221940,329,8,Инженер – технолог (ЧПУ)
26013489,57,18,Android Developer
21285207,26,3,IOS разработчик
22874223,233,17,Программист 1С
24935109,105,17,Разработчик .NET
24815134,177,23,Ведущий программист
20159454,476,20,Веб-программист
23103834,308,20,Программист 1С
23286261,124,17,Web-программист
26095126,414,3,PHP разработчик (junior/middle)
25412189,314,23,Web-разработчик
25933551,522,17,Разработчик сайтов full-stack
24969549,3,18,Java-разработчик
27410875,280,3,Стажёр JavaScript/TypeScript разработчик общих компонентов интерфейсов
24070293,44,21,Front-end разработчик
26238494,293,9,Front-End программист
22272581,399,25,IOS Middle Developer
27443067,473,21,Frontend-разработчик (React JS)
24207493,344,9,Java-разработчик
25380249,9,6,Программист ASP.NET
27732240,280,3,Frontend-разработчик Управления развития дистанционных банковских продуктов
23127537,333,11,"Junior back-end веб-разработчик (PHP, Laravel)"
24537629,460,17,Программист Python
27256440,268,23,Full-stack разработчик
22855654,123,14,Xamarin разработчик
23247698,353,4,"Информационные технологии, интернет, телеком"
25180702,309,23,Программист 1С
20150761,347,20,Программист/Разработчик 1С
25029750,460,2,Разработчик
25474873,318,2,Фулл-стек разработчик
23772086,259,20,Программист 1С
20049951,473,3,Frontend developer
25921367,295,18,PHP-разработчик
23854553,128,17,Android Developer (проект Почта Rossiya.pro)
25884417,309,23,Программист 1С
24346648,9,6,Программист С#
23130836,343,12,Инженер-программист
24635226,49,17,MS SQL Developer
22466781,495,7,ASP.NET разработчик / team lead
24730641,516,17,Программист 1С
20529781,366,12,Инженер-программист отдела АСУП
24026909,536,11,Junior PHP / начинающий seo-специалист
22501097,343,22,Full-стек Разработчик
21176978,212,3,Разработчик Python
23224543,182,18,Frontend-разработчик
24809728,234,17,Программист 1C
25156209,101,6,Старший Java-разработчик
25465752,233,17,Программист 1C
25528806,21,22,Инженер-программист C# (ASP.NET)
23239045,358,20,Программист-стажер 1С
24105083,399,2,JavaScript Hacker
21817497,3,3,Web-разработчик (backend)
23404221,414,9,Senior PHP Developer
24061916,227,21,Middle PHP Разработчик
22031277,552,23,PHP-программист
22588880,309,13,Программист (раз⁢работчик) 1С 8.3
20179153,211,11,Программист Python/Django
27834051,38,27,Программист-разработчик 1С
27680553,40,27,Программист 1C
22279042,246,2,Junior PHP Developer
25409347,39,22,Наладчик станков с ЧПУ
20074989,499,27,Программист 1С (Москва)
23587201,378,11,PHP-разработчик (junior PHP developer)
22387542,387,3,C++ developer (Acronis True Image)
24040737,40,20,Системный администратор
24688449,553,2,Backend-разработчик
25314228,0,17,Программист 1C
25435948,126,20,Программист 1С
22370783,323,3,Software developer (Clojure)
20324506,31,2,Java Developer
20527323,40,13,Программист
26015182,159,23,Программист Делфи
22933647,539,26,"Ведущий backend разработчик (PHP, Go)"
20461522,347,20,Ведущий программист 1С
20147408,198,3,Back-End и Front-End разработчик
25684054,424,3,Unity программист на мобильную RPG
24884751,309,8,Программист 1С
25149205,363,9,JavaScript developer
23672378,381,17,PHP-программист
24987946,439,11,HTML-верстальщик
22081032,148,2,Web-программист
25077146,126,20,Администратор 1С
24878861,98,20,Инженер-программист
20556160,429,6,Front-end разработчик (верстальщик)
27769012,234,17,Инженер-программист 1C
25468012,144,2,Программист С++
25625319,75,18,"Ведущий С++ разработчик (Лимасол, Кипр)"
24231462,308,17,Разработчик 1Сv8
23518757,349,18,Программист-разработчик / Ведущий разработчик
25137927,121,20,Инженер-программист АСУ ТП
27997521,472,21,PHP developer
22740458,476,11,Программист Java
24016565,123,26,"Software Developer (IntelliJ IDEA, VCS Integration)"
23632786,209,23,Программист SQL/PLSQL
22748758,338,3,Backend разработчик (Erlang)
21859624,381,17,Android - разработчик (FineReader)
24569632,482,3,Ruby on Rails developer (удаленный формат)
23673848,338,3,Разработчик веб-кравлеров
21976748,314,23,Web (веб) программист/ backend developer
23768020,41,28,Наладчик станков с ЧПУ
24518228,129,3,Java-программист
22448208,389,3,PHP-разработчик 1C-Bitrix
23010264,537,3,Web-программист/Разработчик
20413858,259,13,Программист 1C
27561406,258,18,Java-разработчик
27597224,413,17,Web-программист
25543304,5,25,Инженер-программист
25194356,358,20,Старший программист 1С
22186358,140,27,Программист 1C
22471455,43,19,Разработчик Node.js
25133974,21,3,Программист ASP.NET + javascript (fullstack)
23020208,2,29,Backend разработчик
22237598,185,3,IOS разработчик
25523281,363,9,Junior Node.js Developer
23200207,102,8,Программист-разработчик
24326773,528,20,Инженер-программист ПО (физика)
27740046,109,17,Инженер-программист
20840036,473,2,Middle front-end разработчик
20386413,124,17,PHP-программист
27801831,546,21,Front-end разработчик
24246314,274,3,Ведущий программист / Lead Programmer
20736329,552,3,Программист PHP
28034960,50,3,"Full stack разработчик (angular, webapi, ms sql server)"
20417623,356,11,Веб-разработчик (PHP программист)
27398006,283,25,Web-программист (python)
27541489,518,19,Mid/Senior (Java/Scala) разработчик
22331594,243,23,PHP-разработчик
23636112,379,20,Программист 1С
27758472,446,23,Ведущий программист С#
22898895,42,17,Ведущий JavaScript-программист
23141451,464,23,Разработчик С#
24406167,147,3,Backend разработчик / PHP developer
28060300,289,17,Программист PHP ( Веб )
25978967,258,18,Ведущий программист Java
27989792,99,18,UNIX DevOps (Build engineer)
20456674,87,20,Программист ASP.NET
23929516,91,11,PHP-программист
23919263,241,3,PHP-программист / Back-end разработчик
28001757,50,13,Прикладной разработчик
22776813,537,23,Web-программист
27822088,528,2,Инженер-программист
